epoch,train_loss,train_recon,train_kl,test_loss,test_recon,test_kl
63,203.7784136311849,203.03943185221354,0.7389815305709839,210.73349055175782,209.99736057128905,0.7361290260314941
64,203.71537421061197,202.97531438802082,0.74005982726415,210.7388787597656,210.0099867919922,0.7288915794372559
65,203.65611317545572,202.91683173828125,0.7392813970565796,210.93033093261718,210.19268117675782,0.737649019241333
66,203.64655333658854,202.9073227376302,0.7392302001635234,211.05055852050782,210.30998828125,0.7405700171470642
67,203.65114579264323,202.91146402994792,0.7396814392089843,210.82499357910157,210.08783681640625,0.7371573793411255
68,203.5618030110677,202.8230971110026,0.7387058636983236,210.86895822753905,210.12808369140626,0.7408736636161805
69,203.54947552897136,202.81049001464845,0.7389853300412496,210.9607920654297,210.22711044921874,0.7336816539764405
70,203.5118383544922,202.77250931803385,0.7393290918668111,210.90958413085937,210.1621934326172,0.7473909131050109
71,203.46746589355467,202.72823782552084,0.739228144868215,210.8650139160156,210.12177705078125,0.7432374773025513
72,203.47063896484374,202.73144587402345,0.7391930314064026,210.76953583984374,210.0343163574219,0.7352196338653565
73,203.4366505371094,202.69743111979167,0.7392189444859822,210.80101748046874,210.0718395263672,0.7291767055511474
74,203.39875786946615,202.65944551595052,0.7393123834292094,211.16795205078125,210.44603842773438,0.7219144058227539
75,203.37411958007812,202.63477101236978,0.739348593266805,211.07739240722657,210.3365177734375,0.7408748859405517
76,203.34288861490884,202.60337154947916,0.7395171484629313,211.20662124023437,210.47582646484375,0.7307943607330323
77,203.3081385579427,202.568593758138,0.7395448538144429,211.05370703125,210.31390126953124,0.7398061640739441
78,203.29317697753908,202.55371305338542,0.7394637943903605,211.04903967285156,210.31764182128907,0.7313984845161438
79,203.25975362955728,202.52062622070312,0.7391275141398111,210.8793092529297,210.15044252929687,0.7288657483100891
80,203.24146802571616,202.50133911132812,0.7401291918754578,210.9639488769531,210.2266759765625,0.7372729266166687
81,203.1886741373698,202.44951248372396,0.7391614996274313,211.15499157714845,210.41700732421876,0.737984178352356
82,203.1916514404297,202.4522607421875,0.7393906471252442,211.20381833496094,210.46263759765625,0.7411806328773498
83,203.15548784179688,202.41641943359375,0.7390682189305623,210.9803166748047,210.24627041015626,0.7340451627731324
84,203.12193392740886,202.38328506673176,0.7386484168370565,210.86171889648438,210.12722900390625,0.7344893858909607
85,203.1010500488281,202.36246829427083,0.7385815743764241,211.0676196044922,210.32599604492188,0.7416242083549499
86,203.06996354166668,202.33172783203125,0.7382356786410014,210.9419470703125,210.20670444335937,0.7352431076049805
87,203.06454283854166,202.3260315185547,0.7385113001823426,210.99934497070313,210.25699438476562,0.7423512321472168
88,203.03021052246095,202.29078321940105,0.7394269912083944,211.60610603027342,210.87189262695313,0.7342142394065857
89,203.0282084309896,202.28853865559896,0.7396694869995117,211.66157204589842,210.921555078125,0.740017744255066
90,203.00776856282553,202.26833451334636,0.7394341216723124,211.15359250488282,210.41486567382813,0.7387275478363037
91,202.95842279459634,202.21888146158855,0.7395413033485413,211.62956218261718,210.90122114257812,0.7283411673545838
92,202.9317508951823,202.192503523763,0.7392477362632751,211.29801723632812,210.57903208007812,0.7189854530334473
93,202.93165187988282,202.1922617919922,0.7393903337478638,211.21582082519532,210.49836645507813,0.7174543171882629
94,202.8949100830078,202.15479602864582,0.7401136228561401,211.19613024902344,210.47552431640625,0.7206060621261596
95,202.9040955891927,202.16441761067708,0.7396778986295064,211.38743815917968,210.65363559570312,0.7338020590782166
96,202.88311071777343,202.14351162923177,0.7395986927986145,211.44454995117187,210.70712321777344,0.7374263806343079
97,202.84885817057292,202.1092383951823,0.7396194681485494,211.32740456542967,210.59612028808593,0.7312836831092835
98,202.80380698242186,202.06479004720052,0.7390170173327129,211.1275615234375,210.39244270019532,0.7351192665100098
99,202.79701625976563,202.05767233072916,0.7393437964439392,211.1527694824219,210.42014633789063,0.7326228637695312
100,202.79846141764324,202.05847282714845,0.7399885467211406,211.60389921875,210.86282639160157,0.7410734134674072
